County,Crop,Target,Predictor,Coefficient,P-value,Lower CI,Upper CI,County_Crop
Santa Clara,GRAPES WINE,Production Per Acre,heavy_rain_days,0.060436410937719794,0.06591933264432767,-0.004223479323455008,0.1250963011988946,Santa Clara - GRAPES WINE
Santa Clara,GRAPES WINE,Production Per Acre,snow_days,-1.9510783784387478e-17,0.08018091366134776,-4.150941947701989e-17,2.487851908244931e-18,Santa Clara - GRAPES WINE
Santa Clara,GRAPES WINE,Production Per Acre,high_wind_days,-0.027914222478893164,0.001643597662455638,-0.04442214714722908,-0.011406297810557249,Santa Clara - GRAPES WINE
Santa Clara,GRAPES WINE,Production Per Acre,low_visibility_days,0.0,,0.0,0.0,Santa Clara - GRAPES WINE
Santa Clara,GRAPES WINE,Production Per Acre,cloudy_days,0.0007934048982796839,0.9509684562226071,-0.025309998712488516,0.026896808509047885,Santa Clara - GRAPES WINE
Santa Clara,TOMATOES PROCESSING,Yield Per Acre,high_temp_days,0.00014515397482118224,0.8451891151678215,-0.001358348917534132,0.0016486568671764963,Santa Clara - TOMATOES PROCESSING
Santa Clara,TOMATOES PROCESSING,Yield Per Acre,low_temp_days,-0.0005705963402450225,0.4310083916529168,-0.0020291301032844544,0.0008879374227944092,Santa Clara - TOMATOES PROCESSING
Santa Clara,TOMATOES PROCESSING,Yield Per Acre,heavy_rain_days,0.00144471831139649,0.6870674056038577,-0.005801330887543645,0.008690767510336626,Santa Clara - TOMATOES PROCESSING
Santa Clara,TOMATOES PROCESSING,Yield Per Acre,snow_days,-7.010446287440727e-19,0.6240139291489446,-3.5888687956031334e-18,2.1867795381149877e-18,Santa Clara - TOMATOES PROCESSING
Santa Clara,TOMATOES PROCESSING,Yield Per Acre,high_wind_days,-0.0017121447383144453,0.06019354307730809,-0.003502320308117074,7.803083148818363e-05,Santa Clara - TOMATOES PROCESSING
Santa Clara,TOMATOES PROCESSING,Yield Per Acre,low_visibility_days,0.0,,0.0,0.0,Santa Clara - TOMATOES PROCESSING
Santa Clara,TOMATOES PROCESSING,Yield Per Acre,cloudy_days,0.00018755489336639067,0.8960349180080316,-0.0027158701602906427,0.0030909799470234243,Santa Clara - TOMATOES PROCESSING
Santa Clara,TOMATOES PROCESSING,Production Per Acre,high_temp_days,-0.10541993525137283,0.44112686135754553,-0.38095875789694117,0.1701188873941955,Santa Clara - TOMATOES PROCESSING
Santa Clara,TOMATOES PROCESSING,Production Per Acre,low_temp_days,-0.13778946063244799,0.30122449417956937,-0.40508703478418484,0.1295081135192889,Santa Clara - TOMATOES PROCESSING
Santa Clara,TOMATOES PROCESSING,Production Per Acre,heavy_rain_days,-0.030187433404538465,0.9633181976558577,-1.3581315798771154,1.2977567130680385,Santa Clara - TOMATOES PROCESSING
Santa Clara,TOMATOES PROCESSING,Production Per Acre,snow_days,-5.4060637817889504e-17,0.8363315982815875,-5.832965142432738e-16,4.751752386074949e-16,Santa Clara - TOMATOES PROCESSING
Santa Clara,TOMATOES PROCESSING,Production Per Acre,high_wind_days,-0.6448073308114957,0.00035676833414330025,-0.9728831006289745,-0.3167315609940168,Santa Clara - TOMATOES PROCESSING
Santa Clara,TOMATOES PROCESSING,Production Per Acre,low_visibility_days,0.0,,0.0,0.0,Santa Clara - TOMATOES PROCESSING
Santa Clara,TOMATOES PROCESSING,Production Per Acre,cloudy_days,0.2193979064847138,0.4068163612854109,-0.31269705987152263,0.7514928728409502,Santa Clara - TOMATOES PROCESSING
Sonoma,GRAPES WINE,Yield Per Acre,high_temp_days,2.256329183235054e-07,0.5670722815245606,-5.670781105118085e-07,1.0183439471588192e-06,Sonoma - GRAPES WINE
Sonoma,GRAPES WINE,Yield Per Acre,low_temp_days,2.438697971750183e-07,0.5403850958298069,-5.568538178587734e-07,1.04459341220881e-06,Sonoma - GRAPES WINE
Sonoma,GRAPES WINE,Yield Per Acre,heavy_rain_days,-6.458903089151796e-07,0.737499913385615,-4.527068676309443e-06,3.235288058479084e-06,Sonoma - GRAPES WINE
Sonoma,GRAPES WINE,Yield Per Acre,snow_days,4.86011478046173e-22,0.6576015734045169,-1.7210824735791722e-21,2.693105429671518e-21,Sonoma - GRAPES WINE
Sonoma,GRAPES WINE,Yield Per Acre,high_wind_days,1.794471050807399e-06,0.0004197704491329038,8.597267547994651e-07,2.7292153468153328e-06,Sonoma - GRAPES WINE
Sonoma,GRAPES WINE,Yield Per Acre,low_visibility_days,0.0,,0.0,0.0,Sonoma - GRAPES WINE
Sonoma,GRAPES WINE,Yield Per Acre,cloudy_days,-3.9515646557933257e-07,0.6142678170499289,-1.9726444278603643e-06,1.1823314967016992e-06,Sonoma - GRAPES WINE
Sonoma,GRAPES WINE,Production Per Acre,high_temp_days,0.0012616517624374967,0.8722419901254771,-0.014549338748538483,0.01707264227341348,Sonoma - GRAPES WINE
Sonoma,GRAPES WINE,Production Per Acre,low_temp_days,-0.0032530712000202445,0.6817558970521286,-0.01922387647292611,0.01271773407288562,Sonoma - GRAPES WINE
Sonoma,GRAPES WINE,Production Per Acre,heavy_rain_days,-0.03356131953826141,0.38478856842957443,-0.11097322893030875,0.04385058985378595,Sonoma - GRAPES WINE
Sonoma,GRAPES WINE,Production Per Acre,snow_days,2.1340362688385172e-17,0.33180237474279095,-2.2681153673323667e-17,6.536187905009401e-17,Sonoma - GRAPES WINE
Sonoma,GRAPES WINE,Production Per Acre,high_wind_days,0.004041541491258866,0.662586779491572,-0.014602368656029825,0.022685451638547557,Sonoma - GRAPES WINE
Sonoma,GRAPES WINE,Production Per Acre,low_visibility_days,0.0,,0.0,0.0,Sonoma - GRAPES WINE
Sonoma,GRAPES WINE,Production Per Acre,cloudy_days,0.0025936626980800244,0.8680588577251751,-0.028870069097666037,0.03405739449382608,Sonoma - GRAPES WINE
Tulare,ALMONDS ALL,Yield Per Acre,high_temp_days,-4.407086265600277e-07,0.02575303681805121,-8.246445327084714e-07,-5.6772720411584074e-08,Tulare - ALMONDS ALL
Tulare,ALMONDS ALL,Yield Per Acre,low_temp_days,1.0373428641623489e-07,0.6831597160019289,-4.087883332115157e-07,6.162569060439855e-07,Tulare - ALMONDS ALL
Tulare,ALMONDS ALL,Yield Per Acre,heavy_rain_days,-9.134513391747823e-07,0.32515457881288345,-2.7740956046664904e-06,9.47192926316926e-07,Tulare - ALMONDS ALL
Tulare,ALMONDS ALL,Yield Per Acre,snow_days,-8.318805678638099e-07,0.9610109395475368,-3.51915292167096e-05,3.352776808098198e-05,Tulare - ALMONDS ALL
Tulare,ALMONDS ALL,Yield Per Acre,high_wind_days,-4.122079337064434e-07,0.03592251445759047,-7.956478054875822e-07,-2.876806192530458e-08,Tulare - ALMONDS ALL
Tulare,ALMONDS ALL,Yield Per Acre,low_visibility_days,3.774524375062892e-07,0.08198306206499226,-5.060726647685306e-08,8.055121414894315e-07,Tulare - ALMONDS ALL
Tulare,ALMONDS ALL,Yield Per Acre,cloudy_days,-2.0767222488649192e-07,0.4860005777899845,-8.073180466421037e-07,3.919735968691198e-07,Tulare - ALMONDS ALL
Tulare,ALMONDS ALL,Production Per Acre,high_temp_days,0.0007565017959365989,0.6488984821498325,-0.0025931476558946755,0.004106151247767873,Tulare - ALMONDS ALL
Tulare,ALMONDS ALL,Production Per Acre,low_temp_days,0.0012701814589824703,0.5672363635627746,-0.0032013229884902215,0.0057416859064551625,Tulare - ALMONDS ALL
Tulare,ALMONDS ALL,Production Per Acre,heavy_rain_days,-0.021324376620864113,0.011605045739853362,-0.03755757061014313,-0.0050911826315851,Tulare - ALMONDS ALL
Tulare,ALMONDS ALL,Production Per Acre,snow_days,0.22569824742219308,0.1351052712757552,-0.07407256436851878,0.525469059212905,Tulare - ALMONDS ALL
Tulare,ALMONDS ALL,Production Per Acre,high_wind_days,0.0035572623682712393,0.037849970386606493,0.00021194056910261994,0.006902584167439859,Tulare - ALMONDS ALL
Tulare,ALMONDS ALL,Production Per Acre,low_visibility_days,-0.005624871120996394,0.004326130811525743,-0.009359478720432045,-0.0018902635215607435,Tulare - ALMONDS ALL
Tulare,ALMONDS ALL,Production Per Acre,cloudy_days,-0.003500345406576876,0.1826594006684169,-0.00873195637593487,0.0017312655627811182,Tulare - ALMONDS ALL
Tulare,GRAPES WINE,Yield Per Acre,high_temp_days,1.4501412628544713e-05,0.016791773362723455,2.789369797985797e-06,2.6213455459103627e-05,Tulare - GRAPES WINE
Tulare,GRAPES WINE,Yield Per Acre,low_temp_days,9.591103284470747e-06,0.2207849058652187,-6.043503368832505e-06,2.5225709937773997e-05,Tulare - GRAPES WINE
Tulare,GRAPES WINE,Yield Per Acre,heavy_rain_days,1.3177208745101491e-06,0.9626120871641279,-5.544161051620161e-05,5.8077052265221915e-05,Tulare - GRAPES WINE
Tulare,GRAPES WINE,Yield Per Acre,snow_days,-5.2214751453476184e-05,0.9198844999477462,-0.0011003628151634818,0.0009959333122565295,Tulare - GRAPES WINE
Tulare,GRAPES WINE,Yield Per Acre,high_wind_days,1.6318600204568977e-05,0.007699103157414349,4.62168900317594e-06,2.8015511405962014e-05,Tulare - GRAPES WINE
Tulare,GRAPES WINE,Yield Per Acre,low_visibility_days,-5.995284406223935e-06,0.3570383706970738,-1.9053332655424544e-05,7.0627638429766725e-06,Tulare - GRAPES WINE
Tulare,GRAPES WINE,Yield Per Acre,cloudy_days,3.0909903106258798e-06,0.733187150994868,-1.5201327326506094e-05,2.138330794775785e-05,Tulare - GRAPES WINE
Tulare,GRAPES WINE,Production Per Acre,high_temp_days,0.049399845747201424,0.021139964823670712,0.007886354082098382,0.09091333741230447,Tulare - GRAPES WINE
Tulare,GRAPES WINE,Production Per Acre,low_temp_days,0.005767258809040032,0.8336182674158304,-0.04964981252334816,0.061184330141428225,Tulare - GRAPES WINE
Tulare,GRAPES WINE,Production Per Acre,heavy_rain_days,-0.02448622349815934,0.8059613050498734,-0.22567042890912,0.1766979819128013,Tulare - GRAPES WINE
Tulare,GRAPES WINE,Production Per Acre,snow_days,0.2626113154561084,0.8865235577605984,-3.4525634440732462,3.977786074985463,Tulare - GRAPES WINE
Tulare,GRAPES WINE,Production Per Acre,high_wind_days,0.086709033534712,0.0001622687876895104,0.04524917613054404,0.12816889093887995,Tulare - GRAPES WINE
Tulare,GRAPES WINE,Production Per Acre,low_visibility_days,-0.05168616603045504,0.029734507606344426,-0.09797059181323146,-0.005401740247678616,Tulare - GRAPES WINE
Tulare,GRAPES WINE,Production Per Acre,cloudy_days,-0.006137540353450864,0.8484617190337531,-0.07097490363418751,0.05869982292728579,Tulare - GRAPES WINE
